location,sentiment,overall_sentiment_score
Gorakhpur,Negative,-0.01910555555555556
Gorakhpur Air Force Area Township,Positive,0.9042
Gorakhpur District,Negative,0.038500000000000034
Gorakhpur Division,Positive,0.554925
Gorakhpur Sadar,Positive,0.44040000000000007
Goregaon,Positive,0.34
Gosainganj Faizabad District,Positive,0.8849
Greater Noida,Negative,0.08493645833333333
Gudivada Krishna District,Negative,0.0726
Gulbarga,Neutral,0.1873875
Gulbarga District,Neutral,0.3082227272727273
Gumla,Positive,0.4215
Gumla District,Positive,0.4927
Gummidipoondi,Positive,0.46655
Guna,Positive,0.4483666666666667
Guna District,Positive,0.38985000000000003
Guntakal,Negative,0.012833333333333363
Guntur,Negative,0.017576388888888867
Guntur District,Negative,0.04264891304347825
Gunupur,Negative,-0.7717
Gurdaspur,Neutral,0.0
Gurdaspur District,Positive,0.49438333333333334
Gurgaon,Negative,0.06375217391304348
Gurgaon Division,Negative,-0.040425000000000016
Gurugram,Negative,-0.013557777777777743
Guwahati,Negative,0.03549333333333332
Gwalior,Positive,0.615195652173913
Gyanpur,Positive,0.6249
Habra,Negative,-0.2416375
Hailakandi,Positive,0.4341
Hajipur,Negative,-0.08634999999999998
Hajira,Neutral,0.26335
Haldaur,Positive,0.44040000000000007
Haldia,Positive,0.4716333333333333
Haldibari,Negative,-0.931
Haldwani,Positive,0.4752666666666667
Hale Dharmapuri,Positive,0.4215
Halisahar,Positive,0.48423333333333335
Halkarni Midc,Positive,0.6369
Halol,Positive,0.7643571428571428
Hamirgarh Growth Centre Riico,Positive,0.8265
Hamirpur,Negative,0.10151111111111112
Hamirpur District,Negative,-0.07879545454545456
Hanamkonda,Negative,-0.0060766666666666564
Handia,Positive,0.7843
Handwara,Positive,0.7845
Hansi,Positive,0.515225
Hanspura,Positive,0.7178
Hanumangarh,Positive,0.46295
Hanumangarh District,Positive,0.4404
Haora,Neutral,0.0
Haora District,Negative,0.017907692307692347
Hapur,Neutral,0.37370000000000003
Hapur District,Positive,0.38532
Harda,Positive,0.4215
Hardoi,Neutral,0.0
Hardoi District,Negative,0.0378
Harharia Chak,Positive,0.6124
Haridwar,Negative,-0.015480000000000013
Harihar,Positive,0.35875
Harina,Positive,0.296
Harindanga,Positive,0.6369
Harirampur,Positive,0.4215
Harnaut,Negative,-0.769
Harohalli Industrial Area,Positive,0.5096
Harraiya,Negative,0.11041874999999998
Harur,Positive,0.40820000000000006
Haryana,Positive,0.4754
Hassan,Neutral,0.3825
Hassan District,Positive,0.44040000000000007
Hastinapur,Negative,-0.027599999999999986
Hata,Negative,-0.3193
Hathua,Positive,0.2732
Hatta,Positive,0.8286
Haveri District,Positive,0.6410307692307692
Hazaribagh,Positive,0.4515333333333334
Hazaribagh District,Positive,0.7491333333333333
Hazipur,Positive,0.4215
Himmatnagar,Negative,-0.028100000000000014
Hindalco Industries Ltd,Positive,0.4927
Hindusthan Cables Town,Positive,0.5476
Hingalganj,Positive,0.4215
Hinganghat,Positive,0.4754
Hingna,Positive,0.6474
Hingoli,Positive,0.9375
Hingoli District,Positive,0.44040000000000007
Hirakud,Neutral,0.0
Hiramandalam,Positive,0.4404
Hiriyur,Positive,0.4767
Hirmi,Positive,0.4754
Hisar,Neutral,0.28171666666666667
Hisar District,Positive,0.4235
Hisar Division,Negative,0.20005000000000003
Hole Narsipur,Positive,0.4215
Honavar,Positive,0.6369
Hosapete,Negative,0.06876000000000003
Hoshangabad District,Positive,0.6627333333333333
Hoshiarpur,Neutral,0.2377
Hoshiarpur District,Positive,0.4716916666666667
Hoskote,Positive,0.53964
Hospet,Negative,-0.7351
Hosur,Negative,0.052633333333333344
Howly,Positive,0.4215
Howrah,Negative,0.011052469135802453
Hubballi,Positive,0.3595833333333333
Hubli,Negative,-0.4215
Hugli Chinsurah,Positive,0.48245714285714286
Hugli District,Negative,-0.04621051282051284
Hussainabad,Positive,0.4927
Huzur Nagar,Neutral,0.1806
Huzurabad,Positive,0.9517000000000001
Huzurnagar,Positive,0.4215
Hyderabad,Negative,0.006357780462765546
Ichalkaranji,Positive,0.52146
Ichchapuram,Neutral,0.0
Idar,Negative,-0.7574
Idukki,Positive,0.4215
Idukki District,Positive,0.5085428571428572
Idukki Township,Positive,0.4404
Ilayangudi,Positive,0.44655
Ilkal,Positive,0.4215
Indapur,Positive,0.831
Indapur Midc,Positive,0.6369
India Cement Factory Chilamakuru,Positive,0.6240333333333333
Indore,Negative,0.026104454022988516
Indri,Negative,-0.7155799999999999
Irba,Positive,0.6369
Irikkur,Positive,0.44040000000000007
Iringal,Positive,0.4404
Iriveri,Positive,0.6249
Islampur,Negative,-0.07224999999999998
Itanagar,Positive,0.4404
Itwa,Positive,0.43095
Jabalpur,Negative,0.01098249999999995
Jagadanandapur,Positive,0.2609
Jagatsinghapur,Negative,-0.5423
Jagatsinghapur District,Negative,0.05181785714285714
Jagatsinghpur,Positive,0.6754
Jagdalpur,Positive,0.4404
Jaggaiahpet,Positive,0.4588
Jagraon,Negative,-0.3412
Jagtaj,Positive,0.4404
Jagtial,Positive,0.3973714285714286
Jagtial District,Negative,0.0994
Jahanabad,Positive,0.55038
Jaijaipur,Positive,0.4404
Jainoor,Positive,0.4215
Jaintia Hills District,Positive,0.431
Jaipur,Negative,-0.035422222222222244
Jaipur District,Positive,0.42905999999999994
Jaipur Division,Positive,0.434975
Jaisalmer,Positive,0.4215
Jaithari,Positive,0.6369
Jajapur,Neutral,0.24635
Jajapur District,Neutral,0.28975833333333334
Jajpur,Positive,0.3612
Jajpur District,Positive,0.9415999999999999
Jalalabad,Positive,0.519775
Jalalabad Shahjahanpur District,Positive,0.7743249999999999
Jalalpur,Neutral,0.0
Jalandhar,Negative,0.02609125000000001
Jalandhar District,Positive,0.4754
Jalandhar Division,Positive,0.4215
Jalesar,Negative,-0.027600000000000013
Jalgaon,Positive,0.4529428571428572
Jalgaon District,Negative,0.14139999999999997
Jalgaon Jamod,Positive,0.6486
Jalna,Neutral,0.0
Jalpaiguri,Positive,0.334375
Jalpaiguri District,Negative,-0.028559999999999974
Jalpaiguri Division,Positive,0.4404
Jambusar,Positive,0.5906
Jamkhandi,Positive,0.4404
Jammalamadugu,Negative,-0.23848750000000002
Jammu,Negative,-0.025467460317460333
Jammu District,Positive,0.4927
Jamnagar,Neutral,0.3188909090909091
Jamnagar District,Positive,0.6248600000000001
Jamshedpur,Negative,-0.031172368421052643
Jamtara,Positive,0.4215
Jamtara District,Neutral,0.4098
Jamuhan,Positive,0.34
Jamui,Neutral,0.24635
Jamui District,Positive,0.41445
Jangaon District,Positive,0.43095
Jangareddigudem,Positive,0.44040000000000007
Jangipur,Negative,0.02152499999999996
Janjgir,Positive,0.5217666666666666
Janjgir Champa District,Positive,0.5366142857142858
Jankibar,Positive,0.1952
Jarod,Positive,0.4215
Jasdan,Positive,0.4404
Jashpur,Positive,0.765
Jaswantnagar,Positive,0.4927
Jaunpur,Negative,-0.032029166666666664
Jaunpur District,Negative,-0.008447126436781582
Jaya Shankar Bhalupally District,Neutral,0.0
Jaynagar Mazilpur,Positive,0.44040000000000007
Jehanabad,Positive,0.296
Jehanabad District,Neutral,0.3295
Jetia,Negative,-0.5849
Jeypur,Positive,0.44040000000000007
Jhajjar,Negative,-0.10170000000000001
Jhajjar District,Neutral,0.0
Jhalda,Negative,-0.3384
Jhalod,Positive,0.5994
Jhanjharpur,Positive,0.17790000000000003
Jhansi,Negative,0.04296666666666669
Jhansi Division,Positive,0.4215
Jhargam District,Positive,0.49499375
Jhargram,Neutral,0.2884375
Jharsuguda,Negative,-0.03236428571428568
Jharsuguda District,Negative,-0.4319
Jhinjhak,Positive,0.4404
Jhorhat,Positive,0.6369
Jhumri Tilaiya,Positive,0.71068
Jhunjhunu,Positive,0.49269999999999997
Jhunjhunun,Positive,0.4215
Jhunjhunun District,Negative,0.05438124999999999
Jind,Positive,0.53265
Jodhpur,Negative,-0.15061666666666668
Jogipet,Negative,0.12839999999999996
Jogulamba District,Neutral,0.0
Jorhat,Positive,0.5478
Jorhat District,Positive,0.6953666666666667
Joya,Positive,0.6361
Joynagor,Positive,0.4404
Jsw Steel Plant Township,Positive,0.5994
Jugauli,Neutral,0.0
Jugial,Positive,0.8792
Jujarsaha,Positive,0.3272
Junagadh,Negative,0.09566
Junagadh District,Positive,0.7816000000000001
Junagarh,Positive,0.4404
Jutogh,Positive,0.44040000000000007
Kachchh District,Positive,0.5830500000000001
Kadannappalli,Positive,0.6697
Kadapa,Negative,-0.012699999999999989
Kadayampatti,Positive,0.49269999999999997
Kadayanallur,Positive,0.2263
Kadi,Negative,-0.39425
Kadur,Positive,0.5859
Kahalgaon,Negative,-0.2591
Kailashahar,Positive,0.5994
Kaimganj,Neutral,0.29155
Kaimur Bhabua District,Positive,0.5026
Kairana,Positive,0.6369
Kaithal,Positive,0.4789833333333333
Kakinada,Negative,0.016799523809523802
Kakkur,Positive,0.44040000000000007
Kalaburgi,Negative,0.015588461538461551
Kalahandi,Negative,0.14465
Kalahandi District,Positive,0.44040000000000007
Kalappanaickenpatti,Positive,0.5859
Kalara,Positive,0.4754
Kalavai,Positive,0.6249
Kaliaganj,Neutral,0.30705000000000005
Kaliapani,Positive,0.2382
Kalimpong,Positive,0.431
Kalimpong District,Positive,0.1265
Kalinga Nagar Industrial Area,Positive,0.4215
Kalka,Negative,-0.9022
Kallakkurichi,Positive,0.743
Kallakkurichi District,Negative,0.14785
Kallelibhagom,Positive,0.4404
Kalliyoor,Positive,0.4404
Kallur Anantapur District,Positive,0.44040000000000007
Kallur Thekkummuri,Negative,-0.2411
Kallur Vadakkummuri,Positive,0.4927
Kalmeshwar,Positive,0.2263
Kalna,Negative,-0.14424074074074078
Kalol Gandhinagar District,Positive,0.44040000000000007
Kalpetta,Positive,0.22630000000000003
Kalpi,Positive,0.4404
Kaluvaya,Positive,0.44040000000000007
Kalwan,Positive,0.6908
Kalyan,Negative,0.019241269841269875
Kalyandurg,Positive,0.44040000000000007
Kalyani,Negative,0.12544444444444444
Kamakshyanagar,Positive,0.44040000000000007
Kamalganj,Positive,0.4215
Kamareddy,Neutral,0.2997
Kamareddy District,Negative,-0.07047499999999998
Kamayagoundanpatti,Neutral,0.0
Kambainallur,Negative,-0.5849
Kambam,Neutral,0.0
Kampur Town,Positive,0.4404
Kamrup District,Negative,-0.012516666666666648
Kamrup Metropolitan,Positive,0.4927
Kamrup Metropolitan District,Positive,0.8204
Kanakammachathram,Neutral,0.0
Kanakapura,Positive,0.47669999999999996
Kancheepuram District,Positive,0.4404
Kanchipuram,Negative,-0.11251875000000003
Kanchrapara,Positive,0.7156571428571429
Kandhamal,Neutral,0.0
Kandi,Positive,0.33335000000000004
Kandukur,Positive,0.5096
Kangeyam,Negative,0.16445
Kangra,Negative,0.11130000000000001
Kangra District,Neutral,0.2427375
Kangra Division,Negative,0.023800000000000016
Kanhangad,Negative,-0.5859
Kanina,Positive,0.4404
Kanjikode Industrial Area,Positive,0.44040000000000007
Kanjikoil,Negative,-0.7804
Kanjirappally,Positive,0.7165
Kankipadu,Positive,0.44040000000000007
Kannad,Negative,-0.2991
Kannamangalam,Positive,0.4215
Kannauj District,Positive,0.562525
Kanniyakumari District,Positive,0.5608625
Kannur,Negative,-0.03202499999999997
Kannur District,Positive,0.797975
Kanpur,Negative,0.04606159951159953
Kanpur Dehat,Positive,0.8689
Kanpur Dehat District,Positive,0.44040000000000007
Kanpur Nagar,Positive,0.60895
Kanpur Nagar District,Positive,0.4215
Kantabanji,Positive,0.4215
Kantanagar,Positive,0.2382
Kanth Moradabad District,Positive,0.6908
Kanti,Neutral,0.22391111111111112
Kantilo,Positive,0.4404
Kaptanganj,Negative,0.12790000000000004
Kapurthala,Neutral,0.0
Karad,Negative,-0.23834999999999998
Karaikal,Negative,-0.7574
Karanjia,Negative,-0.8126
Karauli District,Positive,0.4404
Karera,Positive,0.6808
Kargahia Purab,Positive,0.4215
Karimganj,Positive,0.4404
Karimganj District,Positive,0.5157
Karimnagar,Negative,0.08895000000000003
Karimnagar District,Positive,0.6249
Karimpur,Positive,0.44040000000000007
Karjan,Positive,0.43805
Karkal,Positive,0.3182
Karnal,Negative,-0.11430000000000001
Karoran,Positive,0.8865
Karur,Positive,0.25
Karur District,Positive,0.3711285714285714
Karwar,Neutral,0.24635
Karwi,Positive,0.5719
Kasaragod,Positive,0.3066
Kasaragod District,Positive,0.3612
Kasargod,Positive,0.4215
Kasargode,Negative,-0.2263
Kasba,Positive,0.9569
Kasganj,Positive,0.4215
Kashipur,Negative,0.10719999999999996
Katghar Lalganj,Positive,0.4404
Kathua,Negative,-0.11845
Kathua District,Neutral,0.0
Katihar,Positive,0.49262222222222224
Katihar District,Negative,-0.014059374999999985
Katra Medniganj,Positive,0.4215
Kattanam,Positive,0.4404
Kattappana,Positive,0.4404
Kattur,Positive,0.4927
Katwa,Positive,0.44245999999999996
Kaushambi District,Positive,0.5719
Kaveripattinam,Positive,0.4215
Kedla,Positive,0.4404
Keelakarai,Positive,0.8779
Kelamangalam,Positive,0.296
Kelambakkam,Positive,0.44040000000000007
Kenda,Negative,-0.6249
Kendrapara District,Negative,0.049600000000000005
Kendua,Negative,-0.9077
Kendujhar District,Negative,0.017660606060606043
Kerur,Positive,0.5994
Kesabpur,Positive,0.434975
Keshod,Positive,0.39443333333333336
Kesinga,Neutral,0.4187
Khadda,Positive,0.6908
Khagaria,Negative,0.03265000000000007
Khagaria District,Neutral,0.3092
Khairabad Mau District,Neutral,0.0
Khalilabad,Neutral,0.28961000000000003
Khamanon,Positive,0.4404
Khambhat,Positive,0.7003
Khamgaon,Negative,-0.3252
Khammam,Negative,-0.034538961038961036
Khammam District,Positive,0.7508571428571429
Khandala Satara,Positive,0.4215
Khandwa,Positive,0.4404
Khandwa East Nimar District,Positive,0.4404
Kharagpur,Negative,0.06000303030303028
Kharar,Neutral,0.27480000000000004
Khardaha,Positive,0.4215
Khargone,Negative,0.09100000000000003
Khargone West Nimar District,Positive,0.64495
Khargupur,Positive,0.44040000000000007
Khariar,Positive,0.5003
Kharibari,Neutral,0.21075
Kharkhoda,Positive,0.4404
Khatauli,Positive,0.6702600000000001
Khatima,Positive,0.8347
Khed,Positive,0.7579
Kheda,Positive,0.3564333333333333
Kheda District,Negative,-0.5423
Khedbrahma,Positive,0.4215
Kheri District,Negative,0.031491666666666675
Kheta Sarai,Positive,0.4215
Khidirpur,Positive,0.296
Khopoli,Positive,0.360375
Khordha District,Neutral,0.23207999999999998
Khudaganj,Positive,0.6361
Khunti,Positive,0.44040000000000007
Khurja,Positive,0.7184
Kichha,Negative,-0.5849
Kilapavoor,Positive,0.5994
Kim,Positive,0.4404
Kinathukadavu,Positive,0.4404
Kiratpur,Positive,0.4767
Kirnapur,Positive,0.34
Kishanganj,Neutral,0.26577222222222224
Kishangarhajmer,Neutral,0.0
Koch Bihar,Negative,0.003590625000000014
Koch Bihar District,Neutral,0.25991666666666663
Kochi,Negative,0.029585714285714288
Kochinda,Positive,0.6249
Kodad,Positive,0.587775
Kodagu District,Positive,0.3182
Kodala,Positive,0.578775
Kodinar,Positive,0.8437
Koduvally,Positive,0.4404
Koilwar,Positive,0.4404
Koipady,Positive,0.4404
Kokrajhar,Negative,-0.027350000000000013
Kokrajhar District,Positive,0.4215
Kolaghat,Positive,0.48662857142857147
Kolar District,Positive,0.5085428571428572
Kolasib,Positive,0.4404
Kolathur,Positive,0.4341
Kolhapur,Negative,0.16695
Kolhapur District,Negative,0.06953589743589744
Kolkata,Negative,0.0036981746031746012
Kollam,Negative,-0.007350000000000005
Kollam District,Neutral,0.25282857142857146
Kollegal,Positive,0.128
Komaram Bheem Asifabad District,Negative,-0.11614000000000002
Kondagaon,Positive,0.4404
Konkan Division,Positive,0.5709
Konnagar,Neutral,0.3243
Koothappar,Positive,0.4215
Koothattukulam,Positive,0.4404
Koottilangadi,Positive,0.5719
Koovappady,Positive,0.765
Kopargaon,Positive,0.8126000000000001
Koppa,Positive,0.4404
Koppal District,Negative,0.16310000000000002
Koradi,Positive,0.9673000000000002
Koraput District,Positive,0.4404
Korba,Positive,0.6950333333333334
Korba District,Positive,0.5651
Koriya District,Positive,0.6369
Kosamba,Positive,0.5994
Kosi Kalan,Positive,0.44040000000000007
Kota,Negative,0.04670416666666668
Kota District,Positive,0.5574
Kotdwar,Neutral,0.0
Kothagudem,Negative,-0.22149999999999995
Kothamangalam,Positive,0.43068
Kottakal,Positive,0.22630000000000003
Kottarakkara,Positive,0.6166833333333334
Kottayam,Negative,-0.13302380952380952
Kottayam District,Positive,0.42576
Kottuvally,Positive,0.8591
Kovalam,Positive,0.44040000000000007
Kovilpatti,Negative,-0.4105
Kovvur,Positive,0.44040000000000007
Kozhikode,Negative,-0.05156666666666665
Krishna,Negative,0.022266666666666674
Krishna District,Negative,0.04336883116883115
Krishnagar,Positive,0.4404
Krishnagiri,Positive,0.35375999999999996
Krishnagiri District,Negative,0.13240000000000005
Krishnanagar,Negative,-0.53445
Kshidirpur,Neutral,0.27807499999999996
Kshirpai,Negative,-0.47669999999999996
Kud,Negative,-0.4019
Kulathummal,Negative,-0.2023
Kulia,Positive,0.1779
Kulithalai,Positive,0.34
Kullu,Positive,0.71
Kullu District,Positive,0.7003
Kullursandai,Positive,0.6369
Kumarbagh,Positive,0.7303999999999999
Kumarghat,Positive,0.4767
Kumbakonam,Negative,-0.0698333333333333
Kumily,Positive,0.44040000000000007
Kumta,Positive,0.7003
Kunda,Positive,0.6451
Kundli,Positive,0.4215
Kundli Industrial Area,Neutral,0.27706000000000003
Kunjabangarh,Positive,0.44040000000000007
Kurara,Positive,0.42622499999999997
Kurattissery,Positive,0.4404
Kurnool,Negative,0.03920877192982458
Kurnool District,Negative,-0.06058666666666668
Kurthi Jafarpur,Positive,0.44040000000000007
Kurukshetra,Negative,0.03306666666666669
Kurukshetra District,Positive,0.4404
Kushinagar District,Negative,-0.061850000000000016
Kushinger,Neutral,0.0
Kuthanallur,Negative,-0.659
Kuthiathode,Positive,0.49269999999999997
Kutiyana,Positive,0.6369
Kuttiattoor,Negative,0.09759999999999999
Kuttippuram,Neutral,0.0
Kyathampalle,Positive,0.4404
Kymore,Positive,0.44040000000000007
Ladhaura,Positive,0.44040000000000007
Lahar,Positive,0.5323
Laharpur,Neutral,0.0
Lakheri,Positive,0.44040000000000007
Lakhimpur,Positive,0.6225666666666667
Lakhimpur District,Positive,0.4404
Lakhisarai,Positive,0.5648000000000001
Lakhisarai District,Positive,0.46466363636363633
Lakkampatti,Negative,-0.8499
Laksar,Positive,0.5994
Lalganj,Positive,0.6208285714285715
Lalgudi,Positive,0.4404
Lalitpur District,Positive,0.4215
Lalkuan,Positive,0.7333
Lanji,Neutral,0.0
Lar,Negative,-0.5423
Laskarpara,Positive,0.8481
Latehar District,Positive,0.4404
Lateri,Neutral,0.0
Latur,Positive,0.6249
Latur District,Neutral,0.2319125
Lawar,Positive,0.296
Lawngtlai,Neutral,0.0
Liluah,Positive,0.7783000000000001
Limla,Positive,0.44040000000000007
Lodhi Majra Industrial Area,Positive,0.619
Lohardaga,Negative,0.13419999999999999
Lohardaga District,Neutral,0.0
Lonar,Negative,-0.4019
Lonavala,Neutral,0.0
Longleng,Positive,0.4754
Longowal,Negative,-0.5423
Loni,Negative,0.11100000000000002
Loni Kalbhor,Neutral,0.0
Lucknow,Negative,0.05243507545780015
Lucknow District,Positive,0.5352
Lucknow Division,Neutral,0.2953
Ludhiana,Negative,-0.0019457607433217006
Ludhiana District,Positive,0.6369
Lumding,Positive,0.765
Lunglei,Positive,0.296
Macherla,Negative,-0.3384
Machhiwara,Positive,0.296
Machhlishahr,Positive,0.6666
Machilipatnam,Negative,-0.07095000000000004
Madanapalle,Positive,0.54405
Madanpur Rampur,Neutral,0.0
Madaram Adilabad District,Positive,0.4215
Madayi,Positive,0.4215
Madha,Positive,0.8555
Madhepura,Negative,0.053300000000000014
Madhepura District,Negative,-0.01674722222222223
Madhira,Negative,-0.010749999999999982
Madhogarh,Positive,0.4215
Madhubani,Negative,0.03464444444444444
Madhubani District,Negative,-0.01821098039215685
Madhupur,Positive,0.7963999999999999
Madhurawada,Negative,-0.052049999999999985
Madhyamgram,Negative,0.022490740740740756
Madhyamgram..,Positive,0.2263
Madukkarai,Positive,0.44040000000000007
Madurai,Negative,-0.055000000000000014
Madurai District,Negative,-0.039687500000000014
Maduranthakam,Negative,-0.3412
Mahaban,Negative,-0.5849
Mahabubabad,Negative,-0.09517499999999998
Mahabubabad District,Positive,0.6749
Mahad Midc,Positive,0.9165
Mahadeb Nagar,Positive,0.6249
Mahagma,Positive,0.4215
Mahamaya Nagar District,Positive,0.6369
Maharajganj,Positive,0.7717
Maharajpur,Positive,0.44040000000000007
Mahboobnagar,Negative,-0.6249
Mahbubnagar District,Positive,0.5994
Mahemdabad,Positive,0.2382
Mahendragarh District,Positive,0.3612
Mahesana,Positive,0.655875
Mahesana District,Negative,0.06537499999999999
Maheshwaram,Positive,0.9788
Mahimapur,Negative,-0.01687500000000003
Mahindra World City,Neutral,0.0
Mahmudabad,Positive,0.60995
Mahnar Bazar,Negative,-0.3397
Mahoba,Positive,0.5719
Maholi,Positive,0.69022
Mahrajganj,Negative,-0.638225
Mahrajganj District,Negative,0.03277222222222226
Mahrajganj Mahrajganj District,Positive,0.4473
Mahuva,Neutral,0.33820555555555554
Maigal Ganj,Positive,0.43095
Maihar,Negative,-0.47669999999999996
Mainpuri District,Positive,0.4333125
Mairwa,Neutral,0.0
Majhihara,Positive,0.4215
Majuli District,Positive,0.4215
Makhdumpur,Positive,0.4215
Makrana,Positive,0.4754
Makronia Buzurg,Negative,-0.7818
Malappuram,Neutral,0.325725
Malappuram District,Negative,-0.3182
Malavalli,Positive,0.7003
Malda,Positive,0.55399
Malda Division,Neutral,0.338675
Maldah,Positive,0.3612
Maldah District,Negative,0.006176666666666664
Malegaon,Positive,0.4215
Malerkotla,Positive,0.6847
Malhar,Positive,0.4927
Malihabad,Neutral,0.0
Malkangiri,Positive,0.9201
Malkangiri District,Negative,-0.4767
Malkapur,Neutral,0.0
Malkapur Kolhapur District,Positive,0.4215
Mallar,Negative,-0.4767
Malout,Positive,0.2298
Malugundapalli,Positive,0.8095
Malur Industrial Area,Neutral,0.0
Manalur,Positive,0.5256
Mananthavady,Positive,0.8122000000000001
Manapparai,Positive,0.4215
Manassery,Neutral,0.0
Manbazar,Negative,-0.1354
Mancherial,Positive,0.763375
Mancherial District,Positive,0.5358
Mandalgarh,Positive,0.9001
Mandapeta,Negative,-0.12519999999999998
Mandavalli,Negative,-0.4777
Mandi,Positive,0.6031000000000001
Mandi District,Neutral,0.21614
Mandideep,Positive,0.22630000000000003
Mandla,Positive,0.8126000000000001
Mandla District,Positive,0.43095
Mandleshwar,Positive,0.5994
Mandsaur,Positive,0.4404
Mandsaur District,Positive,0.4215
Mandya District,Positive,0.4404
Manesar,Negative,-0.020414285714285718
Mangalagiri,Neutral,0.0
Mangaldoi,Positive,0.4927
Mangalore,Negative,-0.19474999999999998
Mangaluru,Negative,-0.06692470238095238
Manglaur,Neutral,0.0
Mangrol,Positive,0.92
Mangrulpir,Positive,0.437425
Manikonda Jagir,Positive,0.4404
Manikpur,Positive,0.9489
Mankachar,Positive,0.6808
Mannarkad,Negative,-0.39189999999999997
Manoharpur,Positive,0.4404
Manugur,Neutral,0.0
Manuguru,Negative,-0.6346
Maraimalainagar,Positive,0.4404
Mariani,Positive,0.4404
Marigaon,Positive,0.49269999999999997
Marthandam,Positive,0.7574
Martur,Positive,0.4404
Marudur,Positive,0.7964
Masaurhi,Negative,0.016249999999999987
Mathabhanga,Positive,0.5099
Matheran,Positive,0.4215
Mathura,Neutral,0.21831
Mathurapur,Positive,0.6249
Mattannur,Positive,0.4404
Mau,Negative,0.151
Mau District,Negative,-0.07319285714285716
Maudaha,Positive,0.4754
Maunath Bhanjan,Negative,-0.03600000000000003
Mauranipur,Positive,0.4927
Mayiladuthurai,Negative,-0.7844
Mayurbhanj,Positive,0.4404
Mayurbhanj District,Negative,0.01693654320987653
Medak District,Negative,-0.6249
Medinipur,Negative,-0.049316666666666696
Medinipur Division,Positive,0.431
Meerut,Negative,-0.08243333333333332
Meerut District,Negative,-0.048166666666666656
Meerut Division,Negative,-0.06040000000000001
Mehandipur,Positive,0.4404
Mehdawal,Positive,0.6369
Mehkar,Positive,0.7902
Mehmedabad,Positive,0.6369
Mejia Thermal Power Township,Negative,-0.1565
Memari,Positive,0.47400000000000003
Meppayyur,Positive,0.5753999999999999
Metapally,Positive,0.5374
Metpally,Neutral,0.0
Mettur,Positive,0.42639999999999995
Mhasla,Positive,0.4404
Mhow,Neutral,0.0
Mira Bhayandar,Negative,0.033477777777777794
Miranpur,Positive,0.5574
Mirganj,Neutral,0.21429375
Miryalaguda,Negative,-0.09225
Mirzapur,Positive,0.5470222222222223
Mirzapur Cum Vindhyachal,Negative,-0.0224577777777778
Mirzapur District,Negative,-0.7293
Modinagar,Positive,0.4749
Moga,Neutral,0.44635
Mohali,Negative,0.04176000000000002
Mohammadabad Farrukhabad District,Positive,0.44040000000000007
Mohammadabad Ghazipur District,Negative,0.08960000000000001
Molakalmuru,Positive,0.9442
Moothakunnam,Positive,0.3182
Mora,Positive,0.6249
Moradabad,Negative,0.06781714285714287
Moradabad District,Positive,0.5719
Moradabad Division,Positive,0.4215
Moranhat,Positive,0.558275
Morbi,Negative,0.010266666666666683
Morbi District,Neutral,0.0
Morigaon District,Positive,0.4927
Morinda,Positive,0.5994
Morshi,Positive,0.8591
Motihari,Negative,0.05991833333333333
Motipur,Neutral,0.0
Mudalgi,Positive,0.4927
Mudalipalayam Sidco,Positive,0.4215
Muddebihal,Neutral,0.22020000000000003
Mudhol,Positive,0.6249
Mudkhed,Positive,0.7003
Mughalsarai,Positive,0.296
Muhammadabad,Positive,0.6369
Muktainagar,Negative,-0.0045499999999999985
Muktsar,Positive,0.44040000000000007
Muktsar District,Negative,-0.4215
Mulugu,Positive,0.6046
Mulugu District,Neutral,0.2872
Mumbai,Negative,-0.0014393126652247161
Mumbai Suburban,Negative,0.019949999999999996
Mummidivaram,Positive,0.49269999999999997
Mundra,Positive,0.4404
Mungaoli,Positive,0.49269999999999997
Munger,Positive,0.40322
Munger District,Negative,0.05905999999999999
Munnar,Positive,0.6486
Muradnagar,Positive,0.4404
Murarai,Positive,0.4754
Muri,Positive,0.6249
Murshidabad,Negative,0.0065333333333333354
Murshidabad District,Neutral,0.2680972972972973
Murwara Katni,Positive,0.4927
Musalgaon Midc,Positive,0.7096
Musiri,Negative,-0.8834
Mussoorie,Positive,0.9529
Muthuthala,Positive,0.44040000000000007
Muttukuru,Positive,0.4215
Muvattupuzha,Negative,0.008019999999999972
Muzaffarnagar,Negative,0.006955555555555566
Muzaffarnagar District,Positive,0.6386125
Muzaffarpur,Negative,0.006057864357864373
Muzaffarpur District,Neutral,0.256915
Mysore,Positive,0.6369
Mysore District,Positive,0.7717
Mysuru,Negative,-0.08421666666666665
Nabadwip,Positive,0.46622
Nabarangapur District,Neutral,0.2497625
Nabha,Positive,0.4404
Nabinagar,Negative,0.019250000000000017
Nadapuram,Positive,0.5719
Nadia District,Negative,0.12590317460317457
Nadiad,Negative,0.11075833333333333
Naduvannur,Positive,0.4404
Nagamalaipudukottai,Positive,0.7783
Nagaon,Negative,0.09621666666666667
Nagaon District,Positive,0.5386500000000001
Nagapattinam,Positive,0.6908
Nagapattinam District,Positive,0.46880000000000005
Nagarkurnool,Positive,0.6249
Nagaur,Positive,0.8357
Nagaur District,Negative,-0.060285714285714276
Nagercoil,Positive,0.48355
Nagla,Positive,0.8316
Nagpur,Negative,0.061292156862745105
Nahan,Positive,0.632475
Naharlagun,Positive,0.4927
