product_id,product_title,retail_price,Disc__perc,disc_price,rating,summary,review,location,date,upvotes,downvotes,sentiment_score,sentiment,review_sentiment_score,summary_sentiment_score,review_inconsistency,summary_inconsistency,inconsistent
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Waste of money!,Processor is slow,Deoria,4 months ago,171,48,0.0,Neutral,0.0,-0.4753,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",2,Could be way better,Avarage,Malda Division,2 months ago,18,3,0.0,Neutral,0.0,0.4404,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Terrible product,Mobile is over heating,Hardoi,3 months ago,23,5,0.0,Neutral,0.0,-0.4767,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Useless product,Hang from first day,Baharagora,4 months ago,33,11,0.0,Neutral,0.0,-0.4215,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Absolute rubbish!,I want to purchase mobile but sound quality not satisfied,Muktainagar,4 months ago,12,2,-0.4306,Negative,-0.4306,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",5,Wonderful,Low price and high performance processor,Pattamundai,2 months ago,19,5,-0.2732,Negative,-0.2732,0.5719,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",3,Nice,If yoru range is low then go for poco c51,Asansol,2 months ago,4,0,-0.2732,Negative,-0.2732,0.4215,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Absolute rubbish!,The worst phone ever Yesterday evening I bought the phone and it is not working I have tried to call the customer call to take it back but they are not ready to discuss the return policy Please never think to purchase such the worst phone ever,Gautam Buddha Nagar,1 month ago,56,48,-0.8366,Negative,-0.8366,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",3,Nice,Bad no more features in this phone I dont like this phone I wasted my money,Neyyattinkara,3 months ago,4,1,-0.8753,Negative,-0.8753,0.4215,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Absolute rubbish!,Touch screen not working,Hosur,7 days ago,5,2,0.0,Neutral,0.0,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",4,Very Good,Mobile is excellent in this price of range but some lagging problem facing issue,Georai,1 month ago,2,0,-0.5927,Negative,-0.5927,0.4927,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",3,Does the job,Good service but camera is low performance,Nagaon,1 month ago,2,0,-0.1779,Negative,-0.1779,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Don't waste your money,This is is very cheap performance,Guntakal,2 months ago,4,1,0.0,Neutral,0.0,0.3252,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Horrible,Mobile not working problem,Chandrapur District,1 month ago,1,1,0.3089,Positive,0.3089,-0.5423,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Fabulous!,Super mobile,Ranipettai,1 month ago,1,1,0.5994,Positive,0.5994,0.5707,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Absolute rubbish!,Very bad phone,Banka District,1 month ago,2,0,-0.5849,Negative,-0.5849,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Did not meet expectations,bad product hang problem na speaker  Not working properly bad product,Bahadurgarh,3 months ago,2,1,-0.8658,Negative,-0.8658,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",5,Utterly Disappointed,Dont buy this product,Indore,19 days ago,1,0,0.0,Neutral,0.0,-0.5256,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Utterly Disappointed,Speaker valume is very law,Delhi,24 days ago,1,0,0.0,Neutral,0.0,-0.5256,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Unsatisfactory,Its was only aritel sim card and not used any other network,Latur District,24 days ago,0,0,0.0,Neutral,0.0,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",2,Expected a better product,in a week after buying start to much hanging problem,Etah,24 days ago,0,0,-0.4019,Negative,-0.4019,0.4404,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Hated it!,Too much issues,Krishnagiri District,24 days ago,1,0,0.0,Neutral,0.0,-0.6696,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",2,Moderate,Very poor,Gonda District,24 days ago,0,0,-0.5256,Negative,-0.5256,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Don't waste your money,One of the worst mobile,Palamaner,24 days ago,0,0,-0.6249,Negative,-0.6249,0.3252,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Terrible product,on charging phone getting heated up like it will explode,Lucknow,24 days ago,1,0,0.3612,Positive,0.3612,-0.4767,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Unsatisfactory,Very bad quality Airtel executive program is very bad not running extra app,Noida,24 days ago,1,0,-0.8218,Negative,-0.8218,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Did not meet expectations,Only Airtel sime will work,Kamareddy,25 days ago,0,0,0.0,Neutral,0.0,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Terrible product,All its ok but Airtel sim put but mobile asked 239 above recharge only worked,Namakkal District,25 days ago,0,0,0.1531,Positive,0.1531,-0.4767,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Horrible,Please dont purchase waste your money this product is not correct you are a stand waste money,Mulugu,25 days ago,0,0,0.7153,Positive,0.7153,-0.5423,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Unsatisfactory,Dont waste your money to buy this mobile I received this mobile yesterday to seeing the other people comment but it is not worth for our moneyProblems1very low volume2 yesterday I purchased jio SIM for this mobilebut today it not working showing in the display update Airtel SIM3design is not good,Mangaluru,25 days ago,0,0,-0.7263,Negative,-0.7263,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Waste of money!,Waist of money,Kolkata,25 days ago,0,0,0.0,Neutral,0.0,-0.4753,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Utterly Disappointed,Perform not equal to other android,Udaipur,26 days ago,0,0,0.0,Neutral,0.0,-0.5256,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Absolute rubbish!,Wrost phone ever,New Delhi,27 days ago,0,0,0.0,Neutral,0.0,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Utterly Disappointed,Senser not working,Bhubaneswar,27 days ago,0,0,0.0,Neutral,0.0,-0.5256,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Absolute rubbish!,Worst camera quality I tried to return bcz soon after I came to know but they refused to take n no proper responsePurchased Tab n many more products on flip kart all good but this poco hate it loss of money no return policy hate the camera,Bengaluru,27 days ago,0,0,-0.9645,Negative,-0.9645,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Unsatisfactory,Im so disappointed with this product,Gooty,27 days ago,0,0,-0.5256,Negative,-0.5256,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Hated it!,Average,Jamui,27 days ago,0,0,0.0,Neutral,0.0,-0.6696,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Don't waste your money,Performance is very bad with Airtel exclusive plain,Bhopal,28 days ago,0,0,-0.5095,Negative,-0.5095,0.3252,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Don't waste your money,Battery charger is heating too much while charging Camera quality is very low Function quite okay at this price,Darbhanga,30 days ago,1,0,-0.0516,Neutral,-0.0516,0.3252,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Don't waste your money,Device heating problem Sound quality is very poor Camera quality is also not standard of 8 MP its like 23MP Display resolution is ok,Chennai,1 month ago,0,0,-0.3384,Negative,-0.3384,0.3252,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Absolute rubbish!,Very bad,Chinnampalayam,1 month ago,0,0,-0.5849,Negative,-0.5849,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Did not meet expectations,Dear Friends  I request to you Dont buy this mobile set POCO C51 If you buy it will waste of your moneyIts totally cheat with customers by FLIPKART FLIPKART doesnt share the hidden criteria to use this mobile phone POCO C51This set is fully locked with Airtel serviceIf you want to any access this mobile set POCO C51 you must need to recharge minimum balance Rs 199monthsand slot 1 must be for AirtelIf your recharge validity is expired this set POCO C51 will lock agai,Berhampore,1 month ago,1,0,-0.2455,Negative,-0.2455,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Don't waste your money,Worst phone I have ever seen in my life till today I should not have trusted the company my money was wasted I am very sorry for this,Jaipur,1 month ago,0,0,-0.8872,Negative,-0.8872,0.3252,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Absolute rubbish!,Worst only airtel sim vuntene work avuthundhi,Banumukkala,1 month ago,1,0,-0.6249,Negative,-0.6249,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",2,Not good,It is suitable for Airtel customer Non Airtel user dont buy this Because of its phone lock,Athagad,1 month ago,0,0,0.0,Neutral,0.0,-0.3412,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Terrible product,Only use airtel sim only,Bengaluru,1 month ago,0,0,0.0,Neutral,0.0,-0.4767,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Worthless,Bahut slow mobile,Lohardaga District,1 month ago,0,0,0.0,Neutral,0.0,-0.4404,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Don't waste your money,Dont buy,Kochi,1 month ago,0,0,0.0,Neutral,0.0,0.3252,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Absolute rubbish!,Waste waste weste,Theni Allinagaram,1 month ago,0,0,-0.6808,Negative,-0.6808,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Did not meet expectations,Its waste mani and time only using Airtel sim and not supporting customer care Airtel and flip kart not return taking this product,Kanjikoil,1 month ago,0,0,-0.7804,Negative,-0.7804,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Not recommended at all,Worth less phoneDo not buyNot working displayNot working as per specifications,Kheda,1 month ago,0,0,0.2263,Positive,0.2263,-0.1511,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Unsatisfactory,Totally waste of money please dont buy this phone,Saran District,1 month ago,0,0,-0.2006,Negative,-0.2006,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Did not meet expectations,Waste of money dont buy this phone,Bhadrachalam,1 month ago,0,0,-0.4215,Negative,-0.4215,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Unsatisfactory,very very worst,Tiruchirappalli,1 month ago,0,0,-0.688,Negative,-0.688,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Unsatisfactory,Dont waste money this poco mobile and Airtel exclusive offers this is a scam for Airtel company phone is lockdown   Airtel is MC company,Vijapura,1 month ago,0,0,-0.2187,Negative,-0.2187,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Did not meet expectations,This phone is use only Airtel sim otherwise phone is locked So u buy only if u use only Airtel sim and also recharge sim,Giridih,1 month ago,0,0,0.0,Neutral,0.0,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",3,Does the job,Very low performanceAll platforms highquality videos lacking issue just use normal social media and payment system etc,Bhubaneshwar,1 month ago,1,0,-0.3384,Negative,-0.3384,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Unsatisfactory,Wast of money,Bhadrachalam,1 month ago,0,0,0.0,Neutral,0.0,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",4,Pretty good,Good mobile nice working but Im order airtel offer phone Thats problem only use airtel  sim Other sim not working  Airtel locked this offer mobile,East Godavari District,1 month ago,1,0,-0.1779,Negative,-0.1779,0.7269,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",3,Nice,Earlier I had purchased Poco C3 for my family members It was too good even best at that price Now this product comes in that place with same features so I thought it will be just same as Poco C3 But I was wrong Its battery draining too fast Charger getting heat too fast while charging the device Even sometimes Poco C51 is lagging during normal use No high game or application downloaded in this device but still getting slow,Kolkata,1 month ago,1,0,-0.7227,Negative,-0.7227,0.4215,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Waste of money!,Its camera is poorperformance is ok ok not very goodwhat else can these guys give in 6K,Bargarh District,1 month ago,0,0,0.5267,Positive,0.5267,-0.4753,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",5,Absolute rubbish!,Mobile no charge working poor,Bagalkot District,2 months ago,1,0,-0.6486,Negative,-0.6486,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Unsatisfactory,Dont buy thisWorst performance phone speed is very low even after activating ram plus to 437gbGo for other smartphone,Faridabad,2 months ago,0,0,-0.3384,Negative,-0.3384,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",3,Fair,It is ok according to the rate but can not play games in it just to use the phone to come and go simple,Dhamtari,2 months ago,1,0,-0.2392,Negative,-0.2392,0.3182,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Unsatisfactory,This phone was very slow,Kolkata,2 months ago,1,0,0.0,Neutral,0.0,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",2,Could be way better,Phone hang every time,Vadodara,2 months ago,0,0,0.0,Neutral,0.0,0.4404,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Very poor,Very poor product and flipkart supporting customer care experience never buy again from flipkart any product Mobile going overheating issue and customer care says plz call to poco customer care very disappointed to this so my feedback rating is very poor both of them  sorry,Rengali,3 months ago,1,0,0.3228,Positive,0.3228,-0.5256,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",2,Could be way better,slow working,Bhilai,3 months ago,1,0,0.0,Neutral,0.0,0.4404,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",3,Decent product,Sound is low Charging speed is slow Camera is poor Over all its a good phone,Sivasagar District,3 months ago,1,0,-0.3182,Negative,-0.3182,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Very poor,Poco C51 in this price range very good smartphoneCamera is superbBattery backup is just too muchBuild quality is also good Design not so flashy very basicIssue is in connectivity whenever you call someone either you will not hear voice or person other side will not hear your voiceAlso if someone is calling you they will hear switch off or busy even though you are activeSo connectivity issues are very big in this smartphone,Mira Bhayandar,21 days ago,1,1,0.7496,Positive,0.7496,-0.5256,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Unsatisfactory,Dont buy this phone because this phone locked by Airtel full phone under Airtel app the can Off your phone and locked also,Valsad,1 month ago,1,1,0.0,Neutral,0.0,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",4,Good quality product,Suitable for smartphone beginner and limited users,Hyderabad,4 months ago,1,0,-0.2263,Negative,-0.2263,0.4404,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Absolute rubbish!,No change Navigation key its fixed  other features are old and poor ,Dhenkanal District,Today,0,0,-0.6486,Negative,-0.6486,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Terrible product,Poco c 51 not working,Agra,Today,0,0,0.0,Neutral,0.0,-0.4767,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",3,Does the job,Airtel program is bad products,Darbhanga,Today,0,0,-0.5423,Negative,-0.5423,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Did not meet expectations,Airtel join bad,Hosur,1 day ago,0,0,-0.3182,Negative,-0.3182,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Horrible,This product Airtel user only other network dont waste your time buying this product,Tiruchendur,1 day ago,0,0,0.3252,Positive,0.3252,-0.5423,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",1,Did not meet expectations,Heating problem,Kakinada,1 day ago,0,0,-0.4019,Negative,-0.4019,0.0,True,True,True
MOBGZCQFCWNDK89P,"POCO C51 (Royal Blue, 64 GB)","9,999",35,"6,499",2,Slightly disappointed,Jio sim not work,Bankura District,1 day ago,0,0,0.0,Neutral,0.0,-0.4228,True,True,True
